pk_feature_id,city_code,city_name,city_area,parcel_area,percentage,household
54000000000489,2302021580,كيلان,4049747.8626398924,2664433.295779446,65.7925724304869,3812
54000000000498,3005011584,اشتهارد,6205615.929821264,6205614.967055439,99.99998448557184,22385
54000000000499,3003011586,نظرآباد,40107808.16204438,30092271.647426184,75.02846210355544,86358
54000000000500,3002011587,هشتگرد,21810020.138430666,21810041.04878764,100.00009587500077,48158
54000000000503,3006022271,مشكين دشت,8218715.724492465,8206305.727093531,99.84900320421168,46220
54000000000504,3001012273,محمدشهر,24425079.14121488,24425069.275193453,99.99995960700323,91152
54000000000877,0401022403,سيلوانه,1870842.6263809947,991600.4219852658,53.002877313280095,1490
54000000000878,0311032590,نظركهريزئ,1049288.8882250066,810781.4934614102,77.26961588556806,748
54000000000879,0306032331,خداجو(خراجو),1778639.288671955,1051830.5645229088,59.136811562746495,1234
54000000000880,0323022145,قره آغاج,3089886.562574868,2293802.1739815134,74.23580534523052,4975
54000000000881,0310032402,ترك,1454100.4095466922,1281910.884325315,88.15834696896508,2098
54000000000882,0310041233,ميانه,13785712.359085098,12461994.909375628,90.39790316793379,69037
54000000000883,0305011220,سراب,9159124.674892075,9159124.664670497,99.99999988840005,38761
54000000000960,0915021383,بيدخت,2638944.1364282435,2622531.181691644,99.37804842057724,3545
54000000000961,0919032439,قاسم آباد,2148387.7839970076,2148387.7839982477,100.00000000005771,2023
54000000000962,0927012606,جنگل,2693462.1513127056,2693462.151313395,100.00000000002558,1746
54000000000963,0919042605,سلامي,2337993.464690769,2180540.5131739583,93.26546656803268,4044
54000000000964,0905012341,بايك,945303.3332795481,945303.333279996,100.00000000004738,2866
54000000000965,0905052243,كدكن,780609.8437842061,779660.0812490622,99.87833069968222,2215
54000000000966,0905072434,رباطسنگ,925222.5511531191,809102.0378618268,87.44945060552519,1121
54000000000967,0916012437,ملك آباد,1476202.3221628312,1476202.3221630724,100.00000000001634,1735
54000000000968,0922022566,فریمان,7660823.859754937,7660104.544038633,99.99061046527798,19072
54000000001073,2902012051,قهستان,2003540.4831606767,1977582.4982956932,98.70439429184712,2611
54000000001074,2902022052,طبس مسينا,2730560.4527060217,2569581.3614366306,94.10454029282307,4193
54000000001075,0722011311,فراشبند,5991163.441352089,5991163.441349332,99.99999999995399,10092
54000000001076,0709031313,فيروزآباد,14432784.82013623,14414746.238726236,99.87501662614115,34099
54000000001077,0709041314,ميمند,2793971.3994883206,2793971.399486994,99.99999999995252,6117
54000000000505,3001012118,ماهدشت,7125016.206951653,7125016.200390112,99.9999999079084,47366
54000000000506,2317022373,صفادشت,23062211.51454129,12370665.238422533,53.64041185132018,31166
